0,1,2,3,4,5,6,7,8,9
0,0,0,130,0,840,0,0,10,0
0,0,0,0,0,1135,0,0,0,0
0,0,0,6,0,1026,0,0,0,0
0,0,0,0,0,1010,0,0,0,0
0,0,0,3,0,979,0,0,0,0
0,0,0,0,0,892,0,0,0,0
0,0,0,8,0,950,0,0,0,0
0,0,0,0,0,1028,0,0,0,0
0,0,0,7,0,944,0,0,23,0
0,0,0,0,0,1009,0,0,0,0
