0,1,2,3,4,5,6,7,8,9
978,0,1,0,0,0,0,0,0,1
0,1132,0,0,0,0,0,3,0,0
1,1,1010,1,0,14,2,3,0,0
0,0,0,1008,0,1,0,1,0,0
0,0,0,0,979,0,0,0,0,3
0,0,11,3,0,875,1,2,0,0
3,1,0,1,1,1,944,3,0,4
0,4,3,0,1,0,1,1019,0,0
0,0,1,1,0,0,0,0,972,0
0,0,4,0,3,2,0,1,1,998
